Country,City,Line,Phase,Start year,End year,RR?,Length,TunnelPer,Tunnel,Elevated,Atgrade,Stations,Platform Length (Meters),Source1,Cost,Currency,Year,PPP rate,Real cost,Cost/km (Millions),Inflation Index,Real cost (2025 dollars),Cost/km (2025 dollars),Source2,Reference,,,,
CN,Guiyang,Line 2,Line 2 Phase 2,2017,2022,0,12.8,81.25%,10.4,2.27,0.162,8,,Plan,"8,475.00",CNY,2016,0.2510,2127.23,166.2,1.334248584,"2,838.2",221.7,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=362,,,,
CN,Chengdu,Line 10,Line 10 Phase 3,2019,2025,0,5.5,100.00%,5.5,0,0,4,138,Plan,"3,716.00",CNY,2019,0.2380,884.41,160.8,1.252572783,"1,107.8",201.4,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201908/W020190905497973740066.pdf,,,,
CN,Hefei,Line 1,Line 1 Phase 1+2,2012,2016,0,24.58,100.00%,24.58,0,0,26,117,Measured,"16,496.00",CNY,2012,0.2808,4632.08,188.4,1.394762058,"6,460.6",262.8,Media,https://www.sohu.com/a/112444814_268310,,,,
CN,Wuhan,Line 4,Line 4 Western Extension,2016,2018,0,4,85.00%,3.4,0,0,2,,Plan,"2,634.00",CNY,2015,0.2580,679.57,169.9,1.351080302,918.2,229.5,Plan,http://img.thupdi.com/news/2015/08/1440573393290975.pdf,,,,
CN,Tianjin,Z4,Z4 Phase 1,2015,2020,0,43.7,34.55%,15.1,0,0,20,,Plan,"28,699.00",CNY,2015,0.2580,7404.34,169.4,1.351080302,"10,003.9",228.9,Media,http://www.rail-transit.com/file/upload/201907/15/10573644162.pdf,,,,
CN,Beijing,Daxing Airport Express,Daxing Airport Express Phase 1,2016,2019,0,44,,,#N/A,#N/A,3,,Plan,"27,820.00",CNY,2019,0.2380,6621.16,150.5,1.252572783,"8,293.5",188.5,Plan,http://www.tzxm.gov.cn/flfg/law/201912/t20191220_12825.html,,,,
CN,Beijing,Daxing Airport Express,Daxing Airport Express Phase 2,2019,,0,3.5,,,#N/A,#N/A,2,,Plan,"4,040.00",CNY,2019,0.2380,961.52,274.7,1.252572783,"1,204.4",344.1,Plan,http://www.tzxm.gov.cn/flfg/law/201912/t20191220_12825.html,,,,
CN,Beijing,Line 8,Line 8 Phase 1 for Olympics,2005,2008,0,4.528,100.00%,4.528,0,0,4,,Media,"2,420.00",CNY,2005,0.3519,851.60,188.1,1.639677419,"1,396.3",308.4,Media,https://www.360kuai.com/pc/9fb76b182add530db?cota=4&kuai_so=1&tj_url=so_rec&sign=360_7bc3b157; http://itdzs.org/OnLineMagazine/PDFView.aspx?ID=4,,,,
CN,Xi'an,Line 1,Line 1 Phase 3,2019,2023,0,10.6,100%,10.6,,,7,117,,"8,903.00",CNY,2021,0.2390,2127.82,200.7,1.181787652,"2,514.6",237.2,Trade,http://www.rail-transit.com/project/show.php?itemid=440,,,,
CN,Changsha,Line 3,Line 3 Phase 1,2012,2016,0,35.6,,,#N/A,#N/A,25,,Plan,"23,628.00",CNY,2017,0.2390,5647.09,158.6,1.306417265,"7,377.5",207.2,Plan,https://www.ndrc.gov.cn/fzggw/jgsj/zcs/sjdt/201212/t20121224_1145294.html,,,,
CN,Chengdu,Line 27,Line 27 Phase 1,2019,2024,0,24.86,70%,17.35,,,17,117,,"16,587.00",CNY,2019,0.2380,3947.71,158.8,1.252572783,"4,944.8",198.9,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201908/W020190905497973740066.pdf,,,,
CN,Suzhou,Line 8,Line 8,,,0,35.2,100.00%,35.2,0,0,26,,Plan,"23,660.00",CNY,2018,0.2370,5607.42,159.3,1.275269108,"7,151.0",203.2,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201809/W020190905497960329280.pdf,,,,
CN,Suzhou,Line S1,Line S1,,,0,41,,,#N/A,#N/A,27,,Plan,"27,370.00",CNY,2018,0.2370,6486.69,158.2,1.275269108,"8,272.3",201.8,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201809/W020190905497960329280.pdf,,,,
CN,Hangzhou,Line 7,Line 7,2017,2021,0,45,,,#N/A,#N/A,22,,Plan,"28,997.00",CNY,2016,0.2510,7278.25,161.7,1.334248584,"9,711.0",215.8,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201612/W020190905497886107757.pdf,,,,
CN,Taiyuan,Line 1,Line 1 Phase 1,2021,,0,28.737,100%,28.737,,,24,138,,"22,458.70",CNY,2021,0.2390,5367.63,186.8,1.181787652,"6,343.4",220.7,Trade,http://www.rail-transit.com/project/show.php?itemid=159,,,,
CN,Changsha,Line 4,Line 4 Phase 1,2013,2017,0,33.5,,,#N/A,#N/A,24,,Plan,"21,938.00",CNY,2012,0.2808,6160.19,183.9,1.394762058,"8,592.0",256.5,Plan,https://www.ndrc.gov.cn/fzggw/jgsj/zcs/sjdt/201212/t20121224_1145294.html,,,,
CN,Changchun,Line 6,Line 6,,,0,29.7,100.00%,29.7,0,0,22,,Plan,"19,549.00",CNY,2018,0.2370,4633.11,156.0,1.275269108,"5,908.5",198.9,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/201812/W020190905514226164270.pdf,,,,
CN,Suzhou,Line 6,Line 6,2020,,0,36.2,100%,36.2,,,31,117,,"23,960.00",CNY,2020,0.2390,5726.44,158.2,1.237308306,"7,085.4",195.7,Trade,http://www.rail-transit.com/project/show.php?itemid=148,,,,
CN,Xi'an,Line 15,Line 15 Phase 1,2020,2025,0,19,100.00%,19,0,0,11,,Plan,"12,436.00",CNY,2019,0.2380,2959.77,155.8,1.252572783,"3,707.3",195.1,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201907/W020190910670748591840.pdf,,,,
CN,Guiyang,S2,S2 Phase 1 North,2021,,0,30.32,75%,22.64,,,13,117,,"17,252.45",CNY,2021,0.2390,4123.34,136.0,1.181787652,"4,872.9",160.7,Trade,http://www.rail-transit.com/project/show.php?itemid=113,,,,
CN,Wuhan,Line 6,Line 6 Phase 2,,,0,7,100.00%,7,0,0,5,,Plan,"4,558.00",CNY,2018,0.2370,1080.25,154.3,1.275269108,"1,377.6",196.8,Plan,http://www.gov.cn/xinwen/2019-01/06/5355294/files/c3d503decf1d4b6b924324b210ee0f1a.pdf,,,,
CN,Zhengzhou,Line 10,Line 10 Phase 1,2019,2024,0,21.3,100%,21.3,,,12,138,,"13,823.00",CNY,2021,0.2390,3303.70,155.1,1.181787652,"3,904.3",183.3,Trade,http://www.rail-transit.com/project/show.php?itemid=142,,,,
CN,Changsha,Line 2,Line 2 West Extension,2017,2021,0,14.72,78.26%,11.52,0,0,11,,Plan,"9,513.00",CNY,2017,0.2390,2273.61,154.5,1.306417265,"2,970.3",201.8,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201703/W020190905497919692262.pdf,,,,
CN,Kunming,Line 1,Line 1 Feeder,2013,2015,0,5.2,,,#N/A,#N/A,4,,Plan,"3,306.00",CNY,2013,0.2730,902.54,173.6,1.374627077,"1,240.7",238.6,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=12400,,,,
CN,Hangzhou,Line 2,Line 2 Phase 3,2017,2020,0,1.6,,,#N/A,#N/A,1,,Plan,988.00,CNY,2016,0.2510,247.99,155.0,1.334248584,330.9,206.8,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201612/W020190905497886107757.pdf,,,,
CN,Zhengzhou,Line 8,Line 8 Phase 1,2019,2024,0,50.63,100%,50.63,,,27,138,,"31,019.49",CNY,2021,0.2390,7413.66,146.4,1.181787652,"8,761.4",173.0,Media,https://4g.dahe.cn/news/20191106554486,,,,
CN,Chengdu,Line 19,Line 19 Phase 2,2019,2024,0,42.87,100%,42.87,,,12,184,,"35,518.00",CNY,2019,0.2380,8453.28,197.2,1.252572783,"10,588.4",247.0,Plan,http://www.rail-transit.com/project/show.php?itemid=470,,,,
CN,Zhengzhou,Line 3,Line 3 Phase 2,2021,,0,6.305,100%,6.305,,,4,138,Trade,"3,573.00",CNY,2021,0.2390,853.95,135.4,1.181787652,"1,009.2",160.1,Trade,http://www.rail-transit.com/project/show.php?itemid=458,,,,
CN,Xi'an,Line 2,Line 2 Phase 2,,,0,7,100.00%,7,0,0,4,,Plan,"4,289.00",CNY,2019,0.2380,1020.78,145.8,1.252572783,"1,278.6",182.7,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201907/W020190910670748591840.pdf,,,,
CN,Taiyuan,Line 2,Line 2 Phase 1,2012,2016,0,25.1,,,#N/A,#N/A,22,,Plan,"15,139.00",CNY,2012,0.2808,4251.03,169.4,1.394762058,"5,929.2",236.2,Media,http://finance.sina.com.cn/roll/20120905/131013052588.shtml,,,,
CN,Xi'an,Line 14,Line 14,,,0,13.8,100.00%,13.8,0,0,8,,Plan,"8,315.00",CNY,2019,0.2380,1978.97,143.4,1.252572783,"2,478.8",179.6,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201907/W020190910670748591840.pdf,,,,
CN,Shenyang,Line 3,Line 3 Phase 1,2019,2025,0,38.4,,,#N/A,#N/A,28,,Plan,"23,130.00",CNY,2019,0.2380,5504.94,143.4,1.252572783,"6,895.3",179.6,Media,http://www.janeoo.com/news/hangyedongtai-detail-539834.htm,,,,
CN,Guangzhou,Line 3,Line 3 Eastern Extension,2019,2022,0,9.6,100.00%,9.6,0,0,4,,Plan,"5,698.00",CNY,2017,0.2390,1361.82,141.9,1.306417265,"1,779.1",185.3,Plan,http://www.gov.cn/xinwen/2017-03/23/5180079/files/d764253433a944c0a620def88bf6f446.pdf,,,,
CN,Beijing,Daxing Line,Daxing Line,2007,2010,0,21.8,80.28%,17.5,4.36,0,11,,Media,"10,930.00",CNY,2007,0.3330,3639.69,167.0,1.544448303,"5,621.3",257.9,Media,http://www.mtr.bj.cn/article/5d510c0aebb1a36f5ef5981f.html,,,,
CN,Shanghai,Chongming,Chongming,,,0,44.6,59.00%,26.1,0,0,8,,Plan,"26,426.00",CNY,2018,0.2370,6262.96,140.4,1.275269108,"7,987.0",179.1,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/W020190910670719961874.pdf,,,,
CN,Xi'an,Line 16,Line 16 Phase 1,2019,2024,0,15.03,100%,15.03,,,9,117,,"10,631.00",CNY,2021,0.2390,2540.81,169.0,1.181787652,"3,002.7",199.8,Trade,http://www.rail-transit.com/project/show.php?itemid=448,,,,
CN,Wuhan,Xingang,Xingang,,,0,30.2,84.11%,25.4,0,0,11,,Plan,"17,681.00",CNY,2018,0.2370,4190.40,138.8,1.275269108,"5,343.9",176.9,Plan,http://www.gov.cn/xinwen/2019-01/06/5355294/files/c3d503decf1d4b6b924324b210ee0f1a.pdf,,,,
CN,Tianjin,Z2,Z2 Phase 1,2017,2020,0,52.8,33.90%,17.9,0,0,5,,Plan,"29,975.00",CNY,2015,0.2580,7733.55,146.5,1.351080302,"10,448.6",197.9,Media,https://wenku.baidu.com/view/801ab19a8ad63186bceb19e8b8f67c1cfbd6ee6e.html,,,,
CN,Kunming,Line 3,Line 3 Phase 2,2013,2018,0,4,,,,,3,117,,"2,493.00",CNY,2016,0.2510,625.74,156.4,1.334248584,834.9,208.7,,https://www.kankanyn.com/jianwen/34919.html,,,,
CN,Changchun,Line 2,Line 2 Eastern Extension,2019,2025,0,9.1,100.00%,9.1,0,0,5,,Plan,"5,131.00",CNY,2018,0.2370,1216.05,133.6,1.275269108,"1,550.8",170.4,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/201812/W020190905514226164270.pdf,,,,
CN,Hangzhou,Line 5,Line 5 Phase 2,2017,2020,0,3.2,,,#N/A,#N/A,2,,Plan,"1,754.00",CNY,2016,0.2510,440.25,137.6,1.334248584,587.4,183.6,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201612/W020190905497886107757.pdf,,,,
CN,Guiyang,S1,S1 Phase 1,2016,2020,0,28.5,52.98%,15.1,0,0,12,,Plan,"15,479.00",CNY,2016,0.2510,3885.23,136.3,1.334248584,"5,183.9",181.9,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=362,,,,
CN,Chongqing,Line 4,Line 4 Phase 2,,,0,32.6,63.40%,20.67,0,0,14,,Plan,"18,068.00",CNY,2018,0.2370,4282.12,131.4,1.275269108,"5,460.9",167.5,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/W020190910670713741772.pdf,,,,
CN,Changsha,Line 2,Line 2 West Extension Phase 1,2012,2015,0,4.5,,,#N/A,#N/A,4,,Plan,"2,466.00",CNY,2012,0.2808,692.45,153.9,1.394762058,965.8,214.6,Plan,https://www.ndrc.gov.cn/fzggw/jgsj/zcs/sjdt/201212/t20121224_1145294.html,,,,
CN,Beijing,Line 5,Line 5,2002,2007,0,27.6,,,#N/A,#N/A,23,,Media,"12,000.00",CNY,2004,0.3550,4260.00,154.3,1.695230281,"7,221.7",261.7,Media,http://finance.sina.com.cn/b/20040419/0854725033.shtml,,,,
CN,Chongqing,Ring Line,Ring Line,2012,2016,0,50.93,86%,43.622,,,33,117,,"34,163.00",CNY,2014,0.2660,9087.36,178.4,1.352684002,"12,292.3",241.4,,http://www.gzcy.org/uploadfile/2013/0930/20130930103001739.pdf,,,,
CN,Changsha,Line 1 North Extension,Line 1 North Extension Phase 1,2017,2021,0,9.93,54.38%,5.4,0,0,5,117,Plan,"6,111.00",CNY,2017,0.2390,1460.53,147.1,1.306417265,"1,908.1",192.2,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201703/t20170323_962232.html,,,,
CN,Kunming,Line 5,Line 5,2020,,0,26.45,100%,26.45,,,22,117,,"22,848.00",CNY,2020,0.2390,5460.67,206.5,1.237308306,"6,756.5",255.4,,https://www.kankanyn.com/jianwen/34919.html,,,,
CN,Xiamen,Line 4,Line 4,2017,2022,0,69.6,44.83%,31.2,0,0,18,,Plan,"36,256.00",CNY,2016,0.2510,9100.26,130.8,1.334248584,"12,142.0",174.5,Plan,http://www.gov.cn/xinwen/2016-10/13/5118393/files/fc4eeffb973d4e0297ef1fb6bcaa4e73.pdf,,,,
CN,Chongqing,Line 6,Line 6 Branch (EXPO) Phase 2,2016,2020,0,13.99,63.83%,8.93,0,0,7,117,NDRC,"7,474.00",CNY,2018,0.2370,1771.34,126.6,1.275269108,"2,258.9",161.5,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/W020190910670713741772.pdf,,,,
CN,Wuhan,Line 8,Line 8 Phase 3,,,0,4.9,100.00%,4.9,0,0,2,,Plan,"2,597.0000",CNY,2018,0.2370,615.49,125.6,1.275269108,784.9,160.2,Plan,http://www.gov.cn/xinwen/2019-01/06/5355294/files/c3d503decf1d4b6b924324b210ee0f1a.pdf,,,,
CN,Nanjing,Line 3,Line 3 Phase 3,2015,2017,0,6.6,100.00%,6.6,0,0,2,,Plan,"3,370.00",CNY,2015,0.2580,869.46,131.7,1.351080302,"1,174.7",178.0,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201505/W020190910670534928118.pdf,,,,
CN,Chongqing,Line 9,Line 9 Phase 2,2016,2020,0,10.77,,,#N/A,#N/A,5,,Media,"5,613.00",CNY,2013,0.2730,1532.35,142.3,1.374627077,"2,106.4",195.6,Media,http://politics.people.com.cn/n/2013/0223/c70731-20575832.html,,,,
CN,Chongqing,Line 9,Line 9 Phase 1,2021,,0,32.3,,,,,26,117,,"21,100.00",CNY,2021,0.2390,5042.90,156.1,1.181787652,"5,959.6",184.5,Trade,http://www.rail-transit.com/project/show.php?itemid=238,,,,
CN,Wuhan,Line 7,Line 7 Northern Extension,,,0,33.6,40.48%,13.6,0,0,9,,Plan,"17,559.00",CNY,2018,0.2370,4161.48,123.9,1.275269108,"5,307.0",157.9,Plan,http://www.gov.cn/xinwen/2019-01/06/5355294/files/c3d503decf1d4b6b924324b210ee0f1a.pdf,,,,
CN,Wuhan,Line 2,Line 2 Northern Extension,2016,,0,19.8,69%,13.7,,,7,156,,"9,437.00",CNY,2016,0.2510,2368.69,119.6,1.334248584,"3,160.4",159.6,,http://hb.sina.com.cn/news/b/2013-06-03/070979213.html,,,,
CN,Xi'an,Line 10,Line 10 Phase 1,2020,2026,0,34.11,,,,,16,117,Trade,"21,903.00",CNY,2021,0.2390,5234.82,153.5,1.181787652,"6,186.4",181.4,Trade,http://www.rail-transit.com/project/show.php?itemid=504,,,,
CN,Chongqing,Line 4,Line 4 Phase 1,2013,2018,0,15.77,70.07%,11.05,4.731,0,9,,Plan,"8,805.00",CNY,2013,0.2730,2403.77,152.4,1.374627077,"3,304.3",209.5,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/W020190910670713741772.pdf,,,,
CN,Nanchang,Line 1,Line 1 Eastern Extension,2018,2021,0,4.1,100.00%,4.1,0,0,2,,Plan,"2,040.00",CNY,2015,0.2580,526.32,128.4,1.351080302,711.1,173.4,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=316,,,,
CN,Changsha,Line 6,Line 6 East,2018,2022,0,12.15,100.00%,12.15,0,0,5,,Plan,"6,140.00",CNY,2017,0.2390,1467.46,120.8,1.306417265,"1,917.1",157.8,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201703/W020190905497919692262.pdf,,,,
CN,Changchun,Line 4,Line 4 Southern Extension,,,0,4,0.00%,0,0,0,6,,Plan,"2,013.00",CNY,2018,0.2370,477.08,119.3,1.275269108,608.4,152.1,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/201812/W020190905514226164270.pdf,,,,
CN,Kunming,Line 4,Line 4,2020,,0,43.5,100%,43.5,,,26,117,,"30,302.00",CNY,2020,0.2390,7242.18,166.5,1.237308306,"8,960.8",206.0,,https://www.kankanyn.com/jianwen/34919.html,,,,
CN,Wuhan,Line 21,Line 21,,,0,33.7,71.81%,24.2,9.773,0,15,,Plan,"16,107.00",CNY,2015,0.2580,4155.61,123.3,1.351080302,"5,614.6",166.6,Plan,http://img.thupdi.com/news/2015/08/1440573393290975.pdf,,,,
CN,Changsha,Line 4,Line 4 North Extension,2018,2022,0,14.26,14.45%,2.06,0,0,8,,Plan,"6,831.00",CNY,2017,0.2390,1632.61,114.5,1.306417265,"2,132.9",149.6,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201703/W020190905497919692262.pdf,,,,
CN,Shanghai,Line 11,Line 11 (to Disney),,2016,0,9.15,15.96%,1.46,7.73,0.0475,3,,Media,"4,371.00",CNY,2012,0.2808,1227.38,134.1,1.394762058,"1,711.9",187.1,Media,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A11%E5%8F%B7%E7%BA%BF,,,,
CN,Wuhan,Line 16,Line 16,2020,,0,33,38%,12.7,,,12,138,,"16,974.00",CNY,2020,0.2390,4056.79,122.9,1.237308306,"5,019.5",152.1,Trade,http://www.rail-transit.com/project/show.php?itemid=184,http://www.gov.cn/xinwen/2019-01/06/5355294/files/c3d503decf1d4b6b924324b210ee0f1a.pdf,,,
CN,Nanchang,Line 2,Line 2 Western Extension,2015,2018,0,8.5,100.00%,8.5,0,0,7,,Plan,"3,930.00",CNY,2015,0.2580,1013.94,119.3,1.351080302,"1,369.9",161.2,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=316,,,,
CN,Beijing,Line 15,Line 15 Phase 1,2009,2014,0,41.4,66.91%,27.7,13.605,0.471,18,117,Media,"18,100.00",CNY,2010,0.3000,5430.00,131.2,1.468563121,"7,974.3",192.6,Media,http://finance.ifeng.com/city/bj/20101117/2902241.shtml,,,,
CN,Shanghai,Line 6,Line 6,2002,2011,0,33.09,63.61%,21.05,11.845,0.3983,28,,Plan,"12,000.00",CNY,2002,0.3720,4464.00,134.9,1.780038911,"7,946.1",240.1,Media,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A6%E5%8F%B7%E7%BA%BF,,,,
CN,Wuhan,Line 1,Line 1 Phase 4 (Jinghe),2015,2017,0,3.97,0.00%,0,3.97,0,2,,Measured,"1,740.00",CNY,2015,0.2580,448.92,113.1,1.351080302,606.5,152.8,Media,https://zh.wikipedia.org/wiki/%E6%AD%A6%E6%B1%89%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A1%E5%8F%B7%E7%BA%BF#%E4%B8%80%E6%9C%9F%E5%B7%A5%E7%A8%8B,,,,
CN,Changchun,Line 9,Line 9 (Konggang),2019,2025,0,28.2,49.29%,13.9,0,0,8,,Plan,"12,640.00",CNY,2018,0.2370,2995.68,106.2,1.275269108,"3,820.3",135.5,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/201812/W020190905514226164270.pdf,,,,
CN,Tianjin,M3,M3 Phase 2,,,0,3.9,0.00%,0,3.75,0.15,3,,Plan,"1,704.00",CNY,2015,0.2580,439.63,112.7,1.351080302,594.0,152.3,Media,https://wenku.baidu.com/view/801ab19a8ad63186bceb19e8b8f67c1cfbd6ee6e.html,,,,
CN,Chongqing,Line 6,Line 6 Branch (EXPO),2013,,0,12.1,98%,11.9,,,5,117,,"5,563.00",CNY,2013,0.2730,1518.70,125.5,1.374627077,"2,087.6",172.5,Media,http://politics.people.com.cn/n/2013/0223/c70731-20575832.html,,,,
CN,Kunming,Line 2,Line 2 Phase 2,2017,2019,0,9.2,100.00%,9.2,0,0,8,,Plan,"5,326.00",CNY,2013,0.2730,1454.00,158.0,1.374627077,"1,998.7",217.3,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=12400,,,,
CN,Chongqing,Line 5,Line 5 Phase 1,2013,2017,0,40,,,#N/A,#N/A,25,,Media,"20,046.00",CNY,2013,0.2730,5472.56,136.8,1.374627077,"7,522.7",188.1,Media,http://politics.people.com.cn/n/2013/0223/c70731-20575832.html,,,,
CN,Kunming,Line 6,Line 6,2020,,0,25.61,59%,15.01,,,8,117,,"14,171.00",CNY,2020,0.2390,3386.87,132.2,1.237308306,"4,190.6",163.6,,https://www.kankanyn.com/jianwen/34919.html,https://yn.leju.com/news/2020-07-03/17306684750030261506576.shtml,,,
CN,Beijing,Line 13,Line 13B,2019,2022,0,32.2,31.99%,10.3,12.11,10.108,15,,Plan,"12,640.00",CNY,2019,0.2380,3008.32,93.4,1.252572783,"3,768.1",117.0,Plan,http://www.tzxm.gov.cn/flfg/law/201912/t20191220_12825.html,,,,
CN,Changsha,Line 5,Line 5 North Extension,2019,2022,0,3.65,48.49%,1.77,0,0,2,,Plan,"1,409.00",CNY,2017,0.2390,336.75,92.3,1.306417265,439.9,120.5,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201703/W020190905497919692262.pdf,,,,
CN,Beijing,Line 8,Line 8 Northern Extension,2011,2013,0,6.328,73.45%,4.648,1.7091,0,3,,Measured,"3,212.20",CNY,2011,0.2840,912.26,144.2,1.423625961,"1,298.7",205.2,Media,https://max.book118.com/html/2017/1209/143431974.shtm,,,,
CN,Shanghai,Line 8,Line 8 Phase 3 (Pujiang Line),2016,2018,0,6.689,0.00%,0,6.65,0.04,6,,Media,"3,177.00",CNY,2015,0.2580,819.67,122.5,1.351080302,"1,107.4",165.6,Media,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A%E6%B5%A6%E6%B1%9F%E7%BA%BF#cite_note-4,,,,
CN,Kunming,Line 1,Line 1 Southern Extension,2013,2015,0,7.3,,,#N/A,#N/A,3,,Plan,"2,395.00",CNY,2013,0.2730,653.84,89.6,1.374627077,898.8,123.1,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=12400,,,,
CN,Changchun,Line 3,Line 3 Southern Extension,,,0,3,26.67%,0.8,0,0,2,,Plan,839.00,CNY,2018,0.2370,198.84,66.3,1.275269108,253.6,84.5,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/201812/W020190905514226164270.pdf,,,,
CN,Beijing,Capital Airport Express,Capital Airport Express,2005,2008,0,28.1,0.00%,0,17.315,10.785,4,,Measured,622.30,CNY,2005,0.3519,218.99,7.8,1.639677419,359.1,12.8,Media,http://news.sciencenet.cn/sbhtmlnews/2008/8/209799.html,,,,
CN,Wenzhou,S1,S1 Phase 1,,,0,53.5,,,#N/A,#N/A,,,Media,"18,606.83",CNY,2014,0.2660,4949.42,92.5,1.352684002,"6,695.0",125.1,Media,http://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web1825/site/attach/0/150120083915404.pdf,,,,
CN,Wenzhou,S2,S2 Phase 1,,,0,70.299,,,#N/A,#N/A,,,Media,"26,200.00",CNY,2014,0.2660,6969.20,99.1,1.352684002,"9,427.1",134.1,Media,http://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web1825/site/attach/0/150120083915404.pdf,,,,
CN,Wenzhou,M1,M1,2022,,0,32.5,100%,32.5,,,23,117,,"26,000.00",CNY,2021,0.2390,6214.00,191.2,1.181787652,"7,343.6",226.0,,https://www.163.com/dy/article/GT2J4GU20545AOQT.html,,,,
CN,Lanzhou,Line 2,Line 2 Phase 1,2021,,0,9.6,100%,9.6,,,9,138,,"8,960.00",CNY,2021,0.2390,2141.44,223.1,1.181787652,"2,530.7",263.6,Trade,http://www.rail-transit.com/project/show.php?itemid=241,,,,
CN,Lanzhou,Line 1,Line 1 Phase 1,,2019,0,25.9,100%,25.9,,,20,138,,"19,816.00",CNY,2019,0.2380,4716.21,182.1,1.252572783,"5,907.4",228.1,Trade,http://www.rail-transit.com/project/show.php?itemid=419,,,,
CN,Dongguan,Line 1,Line 1 Phase 1,2021,2026,0,57.46,86%,49.4,,,25,117,,"37,976",CNY,2019,0.2380,9038.29,157.3,1.252572783,"11,321.1",197.0,Plan,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=18775,,,,
CN,Dongguan,Line 1,Line 1 Phase 2,2023,2028,0,10.9,34.86%,3.8,0,0,4,,Plan,"6,055",CNY,2019,0.2380,1441.09,132.2,1.252572783,"1,805.1",165.6,Plan,https://baijiahao.baidu.com/s?id=1638089292564878111&wfr=spider&for=pc,,,,
CN,Dongguan,Line 1,Line 1 Phase 3,2021,2026,0,51.5,100%,51.5,,,20,117,,"36,807",CNY,2019,0.2380,8760.07,170.1,1.252572783,"10,972.6",213.1,Plan,https://baijiahao.baidu.com/s?id=1638089292564878111&wfr=spider&for=pc,,,,
CN,Dongguan,Line 1,Line 1 Feeder Phase 1,2022,2027,0,25.56,100.00%,25.6,0,0,10,,Plan,"17,499",CNY,2019,0.2380,4164.76,162.9,1.252572783,"5,216.7",204.1,Plan,https://baijiahao.baidu.com/s?id=1638089292564878111&wfr=spider&for=pc,,,,
CN,Dongguan,Line 2,Line 2 Phase 3,2022,2027,0,17.5,96%,16.8,,,9,117,,"14,690",CNY,2019,0.2380,3496.22,199.8,1.252572783,"4,379.3",250.2,Trade,https://finance.sina.com.cn/jjxw/2022-08-26/doc-imizmscv7763110.shtml?finpagefr=p_115,,,,
CN,Dongguan,Line 3,Line 3 Phase 1,2023,2028,0,50.14,100.00%,50.1,0,0,18,,Plan,"32,178",CNY,2019,0.2380,7658.36,152.7,1.252572783,"9,592.7",191.3,Plan,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=18775,,,,
